point,distance,x_desired,y_desired
0,0.0,1.7342129212788342,0.9567089155116637
1,0.01,1.7242429647022062,0.955934341045158
2,0.02,1.7142729083902517,0.9551610513034178
3,0.03,1.7043027791003718,0.9543887030162976
4,0.04,1.694332585525801,0.953617184998197
5,0.05,1.6843623321532126,0.9528464401299638
6,0.060000000000000005,1.674392021585596,0.9520764355040406
7,0.07,1.6644216553690345,0.9513071517794072
8,0.08,1.654451234376004,0.9505385782942388
9,0.09,1.644480759011714,0.949770710480476
10,0.09999999999999999,1.6345102293248888,0.9490035483672153
11,0.10999999999999999,1.624539645078968,0.9482370956634926
12,0.11999999999999998,1.614569005801124,0.9474713591768165
13,0.12999999999999998,1.6045983108155595,0.9467063484402108
14,0.13999999999999999,1.594627559249583,0.9459420754756925
15,0.15,1.5846567500577298,0.9451785546559932
16,0.16,1.574685882026521,0.944415802636437
17,0.17,1.5647149537673681,0.9436538383420519
18,0.18000000000000002,1.5547439637211367,0.9428926830022608
19,0.19000000000000003,1.544772910155947,0.9421323602262794
20,0.20000000000000004,1.5348017911507152,0.9413728961159931
21,0.21000000000000005,1.5248306045952327,0.9406143194181282
22,0.22000000000000006,1.5148593481690293,0.9398566617140587
23,0.23000000000000007,1.5048880193255756,0.9390999576520811
24,0.24000000000000007,1.494916615280442,0.9383442452264413
25,0.25000000000000006,1.4849451329769863,0.9375895661071885
26,0.26000000000000006,1.4749735690654053,0.9368359660315957
27,0.2700000000000001,1.4650019198727424,0.9360834952657623
28,0.2800000000000001,1.4550301813556297,0.9353322091489376
29,0.2900000000000001,1.4450583490639681,0.9345821687394199
30,0.3000000000000001,1.4350864180833636,0.9338334415809137
31,0.3100000000000001,1.4251143829695536,0.9330861026176251
32,0.3200000000000001,1.4151422376762186,0.9323402352933684
33,0.3300000000000001,1.4051699754611122,0.9315959328792767
34,0.34000000000000014,1.3951975887716024,0.9308533000902491
35,0.35000000000000014,1.3852250691116936,0.9301124550700288
36,0.36000000000000015,1.375252406872212,0.9293735318507843
37,0.37000000000000016,1.365279591120004,0.92863668343314
38,0.38000000000000017,1.3553066093341777,0.9279020856883416
39,0.3900000000000002,1.3453334470669227,0.9271699423663697
40,0.4000000000000002,1.3353600875069187,0.926440491618532
41,0.4100000000000002,1.3253865108980207,0.9257140146332514
42,0.4200000000000002,1.315412693776033,0.9249908472884185
43,0.4300000000000002,1.3054386079109852,0.924271396214109
44,0.4400000000000002,1.2954642188276515,0.9235561614967213
45,0.45000000000000023,1.2854894836807491,0.9228457697246335
46,0.46000000000000024,1.2755143480899365,0.9221410237898472
47,0.47000000000000025,1.265538741243144,0.9214429811729439
48,0.48000000000000026,1.2555625679037978,0.9207530835796118
49,0.49000000000000027,1.245585694619645,0.9200733863080527
50,0.5000000000000002,1.235607923782355,0.919407001045848
51,0.5100000000000002,1.2256289392431636,0.9187590606764585
52,0.5200000000000002,1.2156481719092103,0.9181392407980964
53,0.5300000000000002,1.2056643636587636,0.9175708041143125
54,0.5400000000000003,1.1956871780403528,0.9169125053722273
55,0.5500000000000003,1.185760030544193,0.9157159324688662
56,0.5600000000000003,1.1758940512803804,0.91408813613967
57,0.5700000000000003,1.1660932889120545,0.9121043051587733
58,0.5800000000000003,1.1563609351648343,0.9098078865211071
59,0.5900000000000003,1.1467003282739785,0.907226043927958
60,0.6000000000000003,1.1371152286606447,0.9043765364522969
61,0.6100000000000003,1.127609903849306,0.9012712219712082
62,0.6200000000000003,1.1181891590579645,0.8979180238570694
63,0.6300000000000003,1.1088583532561427,0.8943221215304801
64,0.6400000000000003,1.099623412818422,0.8904867177802241
65,0.6500000000000004,1.090490846056549,0.8864135616782557
66,0.6600000000000004,1.0814677587809294,0.8821033243173716
67,0.6700000000000004,1.0725618698890067,0.8775558834264969
68,0.6800000000000004,1.0637815253800875,0.8727705507754605
69,0.6900000000000004,1.0551357089294826,0.8677462637727238
70,0.7000000000000004,1.046634046805435,0.8624817551336321
71,0.7100000000000004,1.0382868047183231,0.8569757097997216
72,0.7200000000000004,1.0301048739333163,0.8512269150902715
73,0.7300000000000004,1.022099743801815,0.845234407742059
74,0.7400000000000004,1.0142834578146296,0.8389976196611884
75,0.7500000000000004,1.00666855030897,0.832516522577632
76,0.7600000000000005,0.9992679613181155,0.8257917703771309
77,0.7700000000000005,0.9920949275702403,0.8188248364799527
78,0.7800000000000005,0.98516284856705,0.8116181424046022
79,0.7900000000000005,0.9784851279352544,0.8041751726083508
80,0.8000000000000005,0.9720749918089455,0.7965005699155319
81,0.8100000000000005,0.9659452878709738,0.7886002055323162
82,0.8200000000000005,0.9601082706382027,0.7804812178493435
83,0.8300000000000005,0.954575380477028,0.7721520150982283
84,0.8400000000000005,0.9493570254113088,0.7636222384548236
85,0.8500000000000005,0.9444623757781498,0.7549026842955194
86,0.8600000000000005,0.9398991819823029,0.7460051868377777
87,0.8700000000000006,0.9356736248838837,0.7369424651008253
88,0.8800000000000006,0.9317902066996487,0.7277279406622604
89,0.8900000000000006,0.9282516878228892,0.718375534682017
90,0.9000000000000006,0.9250590720162851,0.7088994540286773
91,0.9100000000000006,0.9222116392342689,0.6993139766607338
92,0.9200000000000006,0.9197070223829034,0.6896332459486038
93,0.9300000000000006,0.9175413218524313,0.6798710822705705
94,0.9400000000000006,0.9157092499452605,0.6700408183481374
95,0.9500000000000006,0.9142042964289259,0.6601551625508291
96,0.9600000000000006,0.9130189063844506,0.65022609224869
97,0.9700000000000006,0.9121446621156768,0.6402647772106731
98,0.9800000000000006,0.911572462001732,0.6302815314372735
