point,distance,x_desired,y_desired
0,0.0,1.7342129212788342,0.9567089155116637
1,0.01,1.7242397745564026,0.9574168449131071
2,0.02,1.7143122257088628,0.9586126362475735
3,0.03,1.7044373871487122,0.960186373515031
4,0.04,1.6946240392273515,0.9621068692885242
5,0.05,1.6848818993503796,0.964361009326801
6,0.060000000000000005,1.6752216347475857,0.9669435890275329
7,0.07,1.665654926952124,0.9698536260574107
8,0.08,1.6561945355335355,0.9730925833788729
9,0.09,1.6468543468891685,0.976663332889313
10,0.09999999999999999,1.6376493991636063,0.9805694501132315
11,0.10999999999999999,1.6285958746953528,0.9848146685340686
12,0.11999999999999998,1.6197110508860884,0.9894024142738842
13,0.12999999999999998,1.6110132002876847,0.9943353839129137
14,0.13999999999999999,1.6025214315118148,0.9996151507037786
15,0.15,1.5942554647808609,1.005241798221296
16,0.16,1.5862353396454458,1.0112135898710952
17,0.17,1.5784810578942707,1.0175266889152228
18,0.18000000000000002,1.5710121713763618,1.024174947130366
19,0.19000000000000003,1.563847331968074,1.0311497803810556
20,0.20000000000000004,1.5570038277341565,1.0384401463035764
21,0.21000000000000005,1.5504971345156093,1.0460326327715042
22,0.22000000000000006,1.5443405140720672,1.0539116569077258
23,0.23000000000000007,1.5385446879844975,1.0620597642204985
24,0.24000000000000007,1.533117610505108,1.0704580079247246
25,0.25000000000000006,1.528064354374998,1.0790863812500064
26,0.26000000000000006,1.5233871127500365,1.0879242718942317
27,0.2700000000000001,1.5190853097025916,1.096950908123454
28,0.2800000000000001,1.5151558029295455,1.1061457700379596
29,0.2900000000000001,1.5115931564865015,1.1154889460647037
30,0.3000000000000001,1.508389958947746,1.1249614224480136
31,0.3100000000000001,1.505537163059953,1.1345453010887103
32,0.3200000000000001,1.5030244259703835,1.1442239474742124
33,0.3300000000000001,1.5008404334920098,1.1539820751197933
34,0.34000000000000014,1.4989731966977056,1.1638057758433686
35,0.35000000000000014,1.4974103137407484,1.1736825064205494
36,0.36000000000000015,1.4961391937085193,1.1836010421856273
37,0.37000000000000016,1.4951472423631524,1.193551407203368
38,0.38000000000000017,1.4944220117438298,1.2035247893882022
39,0.3900000000000002,1.493951316960481,1.213513447291913
40,0.4000000000000002,1.493666217861611,1.2235093395754795
41,0.4100000000000002,1.493261861857244,1.2335010510326094
42,0.4200000000000002,1.4926955944931544,1.2434848959972626
43,0.4300000000000002,1.4919682480606673,1.2534583009171774
44,0.4400000000000002,1.491080774603297,1.2634187351912234
45,0.45000000000000023,1.490034239718856,1.2733637162467601
46,0.46000000000000024,1.4888298159302953,1.2832908141005377
47,0.47000000000000025,1.4874687756851195,1.293197655397579
48,0.48000000000000026,1.4859524840498342,1.3030819268725298
49,0.49000000000000027,1.4842823911560266,1.3129413782598538
50,0.5000000000000002,1.4824600244587522,1.322773824626632
51,0.5100000000000002,1.480486980862659,1.3325771481283573
52,0.5200000000000002,1.4783649187646448,1.3423492992025048
53,0.5300000000000002,1.4760955500630724,1.352088297186378
54,0.5400000000000003,1.4736806321684357,1.361792230395209
55,0.5500000000000003,1.471121960051488,1.3714592556586611
56,0.5600000000000003,1.4684213583579582,1.381087597320348
57,0.5700000000000003,1.4655806736034025,1.390675545734465
58,0.5800000000000003,1.4626017664623197,1.4002214552565182
59,0.5900000000000003,1.4594865041555272,1.4097237417319421
60,0.6000000000000003,1.4562367529221278,1.4191808795074297
61,0.6100000000000003,1.4528543705632508,1.4285913979466618
62,0.6200000000000003,1.4493411990304113,1.4379538774377492
63,0.6300000000000003,1.4456990570061148,1.4472669449017943
64,0.6400000000000003,1.4419297324319407,1.4565292687362772
65,0.6500000000000004,1.438034974900845,1.4657395531691078
66,0.6600000000000004,1.4340164878137591,1.4748965319604914
67,0.6700000000000004,1.4298759201868239,1.4839989613325222
68,0.6800000000000004,1.425614857932545,1.493045612037119
69,0.6900000000000004,1.4212348144205043,1.5020352603596308
70,0.7000000000000004,1.4167372200444281,1.5109666778344264
71,0.7100000000000004,1.4121234104346922,1.5198386193676774
72,0.7200000000000004,1.4073946128494668,1.528649809318956
73,0.7300000000000004,1.4025519300956149,1.5373989249525724
74,0.7400000000000004,1.3975963210866182,1.5460845764181856
75,0.7500000000000004,1.392528576765928,1.5547052820717013
76,0.7600000000000005,1.3873492895647288,1.563259437370319
77,0.7700000000000005,1.3820588136260745,1.5717452747451277
78,0.7800000000000005,1.37665721154906,1.5801608103751081
79,0.7900000000000005,1.3711441808072033,1.5885037713498178
80,0.8000000000000005,1.365518948317948,1.596771492263032
81,0.8100000000000005,1.3597801126428017,1.6049607617366743
82,0.8200000000000005,1.3539253945788179,1.6130675816575688
83,0.8300000000000005,1.3479512138641077,1.6210867612805815
84,0.8400000000000005,1.3418518964067008,1.6290111615787461
85,0.8500000000000005,1.3356179525297538,1.636830063064303
86,0.8600000000000005,1.3292312331979617,1.6445245984538561
