point,distance,x_desired,y_desired
0,0.0,1.7342129212788342,2.689926248543073
1,0.01,1.7242429647022062,2.690700823009579
2,0.02,1.7142729083902517,2.691474112751319
3,0.03,1.7043027791003718,2.692246461038439
4,0.04,1.694332585525801,2.6930179790565396
5,0.05,1.6843623321532126,2.693788723924773
6,0.060000000000000005,1.674392021585596,2.694558728550696
7,0.07,1.6644216553690345,2.6953280122753296
8,0.08,1.654451234376004,2.6960965857604977
9,0.09,1.644480759011714,2.6968644535742605
10,0.09999999999999999,1.6345102293248888,2.6976316156875213
11,0.10999999999999999,1.624539645078968,2.698398068391244
12,0.11999999999999998,1.614569005801124,2.6991638048779203
13,0.12999999999999998,1.6045983108155595,2.6999288156145256
14,0.13999999999999999,1.594627559249583,2.700693088579044
15,0.15,1.5846567500577298,2.7014566093987433
16,0.16,1.574685882026521,2.7022193614182997
17,0.17,1.5647149537673681,2.7029813257126847
18,0.18000000000000002,1.5547439637211367,2.7037424810524757
19,0.19000000000000003,1.544772910155947,2.704502803828457
20,0.20000000000000004,1.5348017911507152,2.7052622679387435
21,0.21000000000000005,1.5248306045952327,2.7060208446366083
22,0.22000000000000006,1.5148593481690293,2.706778502340678
23,0.23000000000000007,1.5048880193255756,2.707535206402655
24,0.24000000000000007,1.494916615280442,2.708290918828295
25,0.25000000000000006,1.4849451329769863,2.7090455979475476
26,0.26000000000000006,1.4749735690654053,2.7097991980231404
27,0.2700000000000001,1.4650019198727424,2.710551668788974
28,0.2800000000000001,1.4550301813556297,2.7113029549057988
29,0.2900000000000001,1.4450583490639681,2.7120529953153163
30,0.3000000000000001,1.4350864180833636,2.7128017224738223
31,0.3100000000000001,1.4251143829695536,2.713549061437111
32,0.3200000000000001,1.4151422376762186,2.7142949287613676
33,0.3300000000000001,1.4051699754611122,2.715039231175459
34,0.34000000000000014,1.3951975887716024,2.715781863964487
35,0.35000000000000014,1.3852250691116936,2.7165227089847073
36,0.36000000000000015,1.375252406872212,2.7172616322039516
37,0.37000000000000016,1.365279591120004,2.717998480621596
38,0.38000000000000017,1.3553066093341777,2.718733078366394
39,0.3900000000000002,1.3453334470669227,2.719465221688366
40,0.4000000000000002,1.3353600875069187,2.720194672436204
41,0.4100000000000002,1.3253865108980207,2.720921149421484
42,0.4200000000000002,1.315412693776033,2.721644316766317
43,0.4300000000000002,1.3054386079109852,2.7223637678406267
44,0.4400000000000002,1.2954642188276515,2.7230790025580145
45,0.45000000000000023,1.2854894836807491,2.7237893943301024
46,0.46000000000000024,1.2755143480899365,2.7244941402648886
47,0.47000000000000025,1.265538741243144,2.7251921828817918
48,0.48000000000000026,1.2555625679037978,2.7258820804751234
49,0.49000000000000027,1.245585694619645,2.726561777746683
50,0.5000000000000002,1.235607923782355,2.7272281630088875
51,0.5100000000000002,1.2256289392431636,2.727876103378277
52,0.5200000000000002,1.2156481719092103,2.728495923256639
53,0.5300000000000002,1.2056643636587636,2.7290643599404225
54,0.5400000000000003,1.1956871780403528,2.7297226586825096
55,0.5500000000000003,1.185760030544193,2.7309192315858706
56,0.5600000000000003,1.1758940512803804,2.7325470279150665
57,0.5700000000000003,1.1660932889120545,2.7345308588959636
58,0.5800000000000003,1.1563609351648343,2.7368272775336293
59,0.5900000000000003,1.1467003282739785,2.7394091201267785
60,0.6000000000000003,1.1371152286606447,2.74225862760244
61,0.6100000000000003,1.127609903849306,2.7453639420835283
62,0.6200000000000003,1.1181891590579645,2.7487171401976673
63,0.6300000000000003,1.1088583532561427,2.7523130425242566
64,0.6400000000000003,1.099623412818422,2.7561484462745125
65,0.6500000000000004,1.090490846056549,2.7602216023764807
66,0.6600000000000004,1.0814677587809294,2.7645318397373653
67,0.6700000000000004,1.0725618698890067,2.76907928062824
68,0.6800000000000004,1.0637815253800875,2.773864613279276
69,0.6900000000000004,1.0551357089294824,2.7788889002820127
70,0.7000000000000004,1.046634046805435,2.7841534089211044
71,0.7100000000000004,1.0382868047183231,2.7896594542550153
72,0.7200000000000004,1.0301048739333163,2.795408248964465
73,0.7300000000000004,1.022099743801815,2.801400756312678
74,0.7400000000000004,1.0142834578146296,2.8076375443935486
75,0.7500000000000004,1.00666855030897,2.814118641477105
76,0.7600000000000005,0.9992679613181155,2.820843393677606
77,0.7700000000000005,0.9920949275702403,2.8278103275747846
78,0.7800000000000005,0.98516284856705,2.8350170216501347
79,0.7900000000000005,0.9784851279352544,2.8424599914463866
80,0.8000000000000005,0.9720749918089455,2.850134594139205
81,0.8100000000000005,0.9659452878709738,2.858034958522421
82,0.8200000000000005,0.9601082706382027,2.8661539462053938
83,0.8300000000000005,0.9545753804770278,2.874483148956509
84,0.8400000000000005,0.9493570254113091,2.8830129255999135
85,0.8500000000000005,0.9444623757781498,2.891732479759218
86,0.8600000000000005,0.939899181982303,2.9006299772169597
87,0.8700000000000006,0.9356736248838837,2.9096926989539122
88,0.8800000000000006,0.9317902066996487,2.9189072233924773
89,0.8900000000000006,0.9282516878228892,2.9282596293727208
90,0.9000000000000006,0.925059072016285,2.9377357100260606
91,0.9100000000000006,0.9222116392342689,2.947321187394004
92,0.9200000000000006,0.9197070223829034,2.957001918106134
93,0.9300000000000006,0.9175413218524313,2.9667640817841674
94,0.9400000000000006,0.9157092499452605,2.9765943457066006
95,0.9500000000000006,0.9142042964289259,2.9864800015039092
96,0.9600000000000006,0.9130189063844506,2.9964090718060485
97,0.9700000000000006,0.9121446621156768,3.006370386844065
98,0.9800000000000006,0.911572462001732,3.0163536326174647
99,0.9900000000000007,0.9112908236969548,3.0263493438398323
